Creator_ID,Channel_Name,Handle,Platform,Category,Content_Type,Country,Followers,Avg_Views,Monthly_Views,Engagement_Rate,Nox_Score,Target_Age,Target_Gender,Estimated_CPM,Upload_Per_Month,Views_Trend_6M,Last_Upload_Date,Controversy_Flag,Ad_Content_Ratio,Risk_Score,Creator_Tier,Collab_Type_Pref,Created_At,Daily_Views,Thumbnail_URL,Channel_ID,Channel_URL
CR_YT_0289,HOWCOW uuu,@yt_ucint34a,YouTube,게임,게임리뷰,Korea,2350000,3479452,41753424,0.9,3.7,18-34,Male,5732.0,20,유지,2026-06-10,없음,36,4.2,메가,스폰서십,2026-06-13,1205677,https://yt3.ggpht.com/f17sp1F39TuWIUX7dAY65ln6gpe-5RjcfeWeIvH57Clxu4c-xJkUglkGFLghbCzwsEbRBJ2fRA=s240-c-k-c0x00ffffff-no-rj,UCInT34AJQaNyQ1V1PTEpv7w,https://www.youtube.com/channel/UCInT34AJQaNyQ1V1PTEpv7w
CR_YT_0290,planD플랜디,@yt_ucpaapol,YouTube,라이프스타일,일상,Korea,2350000,1318327,22411559,1.28,2.6,18-34,Mixed,7367.0,16,상승,2026-05-01,없음,23,5.0,메가,브랜디드콘텐츠,2026-06-13,774117,https://yt3.ggpht.com/ytc/AIdro_kaORa7od6IpKLpzT6Ufq4gGAWij48fviXo83PRa2gudik=s240-c-k-c0x00ffffff-no-rj,UCPaApoLkmPqxCeZF7gjoc3w,https://www.youtube.com/channel/UCPaApoLkmPqxCeZF7gjoc3w
CR_YT_0291,창현 거리노래방 KPOP Street Karaoke ストリートバスキング,@yt_ucpjmhr4,YouTube,엔터테인먼트,브이로그,Korea,2340000,213903,3208545,2.62,3.9,18-34,Mixed,6031.0,8,상승,2026-03-09,없음,16,5.0,메가,브랜디드콘텐츠,2026-06-13,141861,https://yt3.ggpht.com/PQRldup8Jd8WnL5kPPaeRozoIdlyikDs2kus6r7xVToRwW2oZ-CqxYEBW5MI80Gh5zaR6ugYLcM=s240-c-k-c0x00ffffff-no-rj,UCPJmHR4CG_lRuVwKCo0kjjg,https://www.youtube.com/channel/UCPJmHR4CG_lRuVwKCo0kjjg
CR_YT_0292,Deokdae 장덕대,@yt_uc1ejtvd,YouTube,엔터테인먼트,리액션,Korea,2340000,403775,6056625,2.31,2.8,18-34,Mixed,10178.0,1,상승,2026-05-31,없음,14,4.0,메가,PPL,2026-06-13,207043,https://yt3.ggpht.com/tKPRHI6LOYeo2BvjFEP2jSvji5q8JNzKrEJZOMU87UlrmM0beWnRbO-wBVEwb5m2ZUnXfR7dfI8=s240-c-k-c0x00ffffff-no-rj,UC1EjtvDflBROblEaM1nMPWw,https://www.youtube.com/channel/UC1EjtvDflBROblEaM1nMPWw
CR_YT_0293,도남이먹방Donam,@yt_ucftypyu,YouTube,푸드,레시피,Korea,2340000,572597,6298567,7.23,4.5,18-34,Mixed,14077.0,8,하락,2026-03-18,없음,39,4.2,메가,제품리뷰,2026-06-13,228327,https://yt3.ggpht.com/sY1g9g1aDf2WH-Sdcy6NNSwmvwjXDZHl3fj_H4CEATX2DGffFaT9hf-YqCfhc5c74YMcfakVS6M=s240-c-k-c0x00ffffff-no-rj,UCftypYUp6boUauNi_P5WdZg,https://www.youtube.com/channel/UCftypYUp6boUauNi_P5WdZg
CR_YT_0294,VIVA DANCE STUDIO,@yt_uc3liepi,YouTube,엔터테인먼트,버라이어티,Korea,2330000,132522,1192698,7.33,2.1,18-34,Mixed,10324.0,12,하락,2026-04-25,없음,38,4.2,메가,브랜디드콘텐츠,2026-06-13,38816,https://yt3.ggpht.com/sHfYmAo3R222606QS1a66sVYLDRTd4wJ0J5mAUbIC3QgF3bJBhJIs6kiYG0KUn_-MQwaJe-D1A=s240-c-k-c0x00ffffff-no-rj,UC3LIEPioeH0CmVCmCn4JS1g,https://www.youtube.com/channel/UC3LIEPioeH0CmVCmCn4JS1g
CR_YT_0295,[THE SOY]루퐁이네,@yt_uc3psziv,YouTube,라이프스타일,브이로그,Korea,2330000,1165644,11656440,1.84,2.6,18-34,Mixed,1636.0,2,유지,2026-06-02,확인필요,13,3.0,메가,PPL,2026-06-13,530112,https://yt3.ggpht.com/ytc/AIdro_mN0xUKGG6cvjJSdaePl3sXFiJTnGcodqfvf6IHEzP3bik=s240-c-k-c0x00ffffff-no-rj,UC3PSZivQbIegrfavj4fmgQQ,https://www.youtube.com/channel/UC3PSZivQbIegrfavj4fmgQQ
CR_YT_0296,잔망루피 ZANMANG LOOPY,@yt_uchigh6n,YouTube,엔터테인먼트,브이로그,Korea,2330000,837272,10047264,6.32,4.4,18-34,Mixed,8505.0,1,유지,2026-06-09,없음,29,3.7,메가,브랜디드콘텐츠,2026-06-13,309397,https://yt3.ggpht.com/syPsF-rF-I7-uoAXPj1fW6F1epRLT--FBux4nDBzq6lSLwx3eKF2R5EaasbhQfKhGLgTYCU8UA=s240-c-k-c0x00ffffff-no-rj,UChIgH6NybaNC_mkp4-gbX3A,https://www.youtube.com/channel/UChIgH6NybaNC_mkp4-gbX3A
CR_YT_0297,official IZ*ONE,@yt_uce_otyb,YouTube,엔터테인먼트,리액션,Korea,2310000,3888888,66111096,3.86,3.2,18-34,Mixed,8659.0,2,상승,2026-04-16,없음,11,4.5,메가,PPL,2026-06-13,2348692,https://yt3.ggpht.com/ytc/AIdro_kXy3H-5My02Fr6NuV13_52kasK08ruf_ndOcm2McWaV5I=s240-c-k-c0x00ffffff-no-rj,UCe_oTYByLWQYCUmgmOMU_xw,https://www.youtube.com/channel/UCe_oTYByLWQYCUmgmOMU_xw
CR_YT_0298,Vito ASMR,@yt_ucxqipuw,YouTube,라이프스타일,리뷰,Korea,2310000,892086,10705032,4.38,3.8,18-34,Mixed,2586.0,1,하락,2026-01-10,없음,16,4.0,메가,브랜디드콘텐츠,2026-06-13,345462,https://yt3.ggpht.com/jD1Ul_UAQp9tACjk51oWk8pvna6TKXmONIT3x3lCjn1rxI_nPymM9buaBYu1g_gaAoXw_LbjoQ=s240-c-k-c0x00ffffff-no-rj,UCxQiPuwF3iaxV_aJOzjQV-Q,https://www.youtube.com/channel/UCxQiPuwF3iaxV_aJOzjQV-Q
CR_YT_0299,LULUPANG 루루팡,@yt_uc7gdqcx,YouTube,엔터테인먼트,리액션,Korea,2290000,2079646,29115044,3.15,2.7,18-34,Mixed,13507.0,16,상승,2026-03-21,없음,35,4.7,메가,PPL,2026-06-13,1283684,https://yt3.ggpht.com/ytc/AIdro_lAzw8YC5UE4nXFNY54kh8wiiqcH_IHKHmXOEo0OG1Npw=s240-c-k-c0x00ffffff-no-rj,UC7gDQCxC1wr955ECW6wSOoA,https://www.youtube.com/channel/UC7gDQCxC1wr955ECW6wSOoA
CR_YT_0300,비행시간 AirplaneTime,@yt_ucqshhev,YouTube,엔터테인먼트,리액션,Korea,2290000,354517,4254204,7.37,4.1,18-34,Mixed,14626.0,20,유지,2026-04-17,없음,19,5.0,메가,PPL,2026-06-13,182929,https://yt3.ggpht.com/ytc/AIdro_mxxLxLR1RIsunsal9tR-ou1zKovFXbaJjIEgvs2kbMOMs=s240-c-k-c0x00ffffff-no-rj,UCqshHEVBj0HtH9wF8Y_Hdqw,https://www.youtube.com/channel/UCqshHEVBj0HtH9wF8Y_Hdqw
CR_YT_0301,MBN MUSIC,@yt_ucsxbx6q,YouTube,엔터테인먼트,예능,Korea,2270000,367389,6245613,2.0,2.6,18-34,Mixed,11513.0,20,유지,2026-01-17,없음,31,4.7,메가,브랜디드콘텐츠,2026-06-13,239808,https://yt3.ggpht.com/zNan2gb5MLvRZQNmwDD8dnnHLMlty52yNI0cCY4dgGWmvd9Nzpmf_avggBY-MzD5oSTVRJJxtw=s240-c-k-c0x00ffffff-no-rj,UCsxbX6QnOLal_qzzMK9AR9g,https://www.youtube.com/channel/UCsxbX6QnOLal_qzzMK9AR9g
CR_YT_0302,성시경 SUNG SI KYUNG,@yt_ucl23-cc,YouTube,엔터테인먼트,예능,Korea,2270000,1391905,16702860,3.73,4.3,18-34,Mixed,13190.0,12,상승,2026-01-09,없음,6,5.0,메가,브랜디드콘텐츠,2026-06-13,666276,https://yt3.ggpht.com/k7vcgjUvUjwwzbWbZ3qDWWzLCXYlNVfNIkMLWfOcDrWiZ8GTka-2tyj6rjUBv3n9Cl1yWo8d=s240-c-k-c0x00ffffff-no-rj,UCl23-Cci_SMqyGXE1T_LYUg,https://www.youtube.com/channel/UCl23-Cci_SMqyGXE1T_LYUg
CR_YT_0303,올리버쌤,@yt_ucickqui,YouTube,라이프스타일,리뷰,Korea,2260000,976331,14644965,3.38,2.6,18-34,Mixed,9713.0,4,상승,2026-03-03,없음,34,4.7,메가,PPL,2026-06-13,358992,https://yt3.ggpht.com/ytc/AIdro_n0pt5VUgoJUdSQUR6O3zxt5FOkoINWtOzUAXEG-YN85A=s240-c-k-c0x00ffffff-no-rj,UCicKQUi8h4NI81wDmrDBD4A,https://www.youtube.com/channel/UCicKQUi8h4NI81wDmrDBD4A
CR_YT_0304,MLD ENTERTAINMENT,@yt_uc62gnxa,YouTube,엔터테인먼트,예능,Korea,2260000,1103286,14342718,4.07,4.9,18-34,Mixed,2871.0,8,유지,2026-01-08,없음,40,4.2,메가,PPL,2026-06-13,498242,https://yt3.ggpht.com/ytc/AIdro_n1-tZDLo0xchFKmMqZXawLjEOB7U6VNxCen3dPqzuvQ3Q=s240-c-k-c0x00ffffff-no-rj,UC62GnXAfqgm8Fcn_i9kiuqw,https://www.youtube.com/channel/UC62GnXAfqgm8Fcn_i9kiuqw
CR_YT_0305,자취요리신 simple cooking,@yt_ucc9pqy_,YouTube,푸드,쿠킹,Korea,2250000,385416,5395824,7.33,4.3,18-34,Mixed,10327.0,2,유지,2026-05-12,없음,19,4.5,메가,제품리뷰,2026-06-13,132153,https://yt3.ggpht.com/hZHUS5wW20j39kfLUfmeHDwvC8aG7kvNblsP_gXiclsXzf7ixDgAp5ml_2cjqTzMcpsKG9hwkA=s240-c-k-c0x00ffffff-no-rj,UCC9pQY_uaBSa0WOpMNJHbEQ,https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ
CR_YT_0306,이도현의 변화일지_DOHYUN LEE,@yt_ucb_sgj-,YouTube,라이프스타일,브이로그,Korea,2250000,1084634,8677072,8.24,4.0,18-34,Mixed,9217.0,8,상승,2026-06-05,없음,13,5.0,메가,브랜디드콘텐츠,2026-06-13,377522,https://yt3.ggpht.com/Ub_Nm2-Knbrwo2G3FJAfDuhySF3cxeUc72HNKxxfCEDsj5WD-EaI0fG-uZbpYEX5DO9fY3ME0w=s240-c-k-c0x00ffffff-no-rj,UCb_sGj-uRm_ZzG1IXmk4TjQ,https://www.youtube.com/channel/UCb_sGj-uRm_ZzG1IXmk4TjQ
CR_YT_0307,보겸s,@yt_uccj2b2l,YouTube,엔터테인먼트,리액션,Korea,2230000,1049618,20992360,6.2,4.1,18-34,Mixed,12848.0,4,유지,2026-04-30,없음,32,4.7,메가,브랜디드콘텐츠,2026-06-13,951726,https://yt3.ggpht.com/tpd-xlkGOq0IcC8RY6DLzUQoHlJe1r7scLUMvVGZsI_V6BGA0Ug_KWwv1zNS1Vl7usz3E0qF0ww=s240-c-k-c0x00ffffff-no-rj,UCCJ2b2lJE7M77cSuSHLcMOQ,https://www.youtube.com/channel/UCCJ2b2lJE7M77cSuSHLcMOQ
CR_YT_0308,악동 김블루,@yt_ucnzcxcn,YouTube,게임,e스포츠,Korea,2220000,1181312,14175744,7.09,3.2,18-34,Male,10104.0,1,유지,2026-03-18,없음,5,4.0,메가,스폰서십,2026-06-13,554761,https://yt3.ggpht.com/cjzLIxTeDuG1MBi89c9-RFp39BUjpxS65XuvzrwdqLdEQ0HUzAUiMHBvkQMayIYu4App3O9Wkw=s240-c-k-c0x00ffffff-no-rj,UCNzcxCN_Hh_lu5RCSFXKgGQ,https://www.youtube.com/channel/UCNzcxCN_Hh_lu5RCSFXKgGQ
CR_YT_0309,현대자동차그룹(HYUNDAI),@yt_ucfg3rtp,YouTube,테크,테크리뷰,Korea,2210000,234325,4217850,1.01,5.0,25-44,Male,4287.0,16,유지,2026-05-13,없음,25,5.0,메가,제품리뷰,2026-06-13,109055,https://yt3.ggpht.com/Gg5mtntL6qwsUfiQLeJ1MQXJV6pkpqbHtkabBRBR1feDfSGWFG7E38kcBp8xCQ8JZ3smx_lfPA=s240-c-k-c0x00ffffff-no-rj,UCFg3rtPVsLpWsaO7kTURikw,https://www.youtube.com/channel/UCFg3rtPVsLpWsaO7kTURikw
CR_YT_0310,너덜트,@yt_ucxekwwf,YouTube,엔터테인먼트,브이로그,Korea,2210000,3009708,60194160,0.95,4.6,18-34,Mixed,10371.0,20,상승,2026-03-08,없음,30,4.7,메가,PPL,2026-06-13,1742041,https://yt3.ggpht.com/OtRJWkKUE4u6uwgG1BFAY72QicN25CParSGZKkAdLGbg5yM_U8sFZDF5_gzIhJ--5t1E11w-Lg=s240-c-k-c0x00ffffff-no-rj,UCXEKwWflysXu312NmIP_dlw,https://www.youtube.com/channel/UCXEKwWflysXu312NmIP_dlw
CR_YT_0311,BOYNEXTDOOR,@yt_uchhkblh,YouTube,엔터테인먼트,브이로그,Korea,2210000,573804,8033256,6.39,3.7,18-34,Mixed,10844.0,12,하락,2026-05-10,없음,17,5.0,메가,PPL,2026-06-13,263281,https://yt3.ggpht.com/QhBJg2Djg9obHEAmP7-_BceJFY4KG0iaYWfuDGhjiURG-5CdhS_0npiZpCWvyN3Pfj9DkO8MSw=s240-c-k-c0x00ffffff-no-rj,UChhKBlh_wvspTh5n4mL0b5g,https://www.youtube.com/channel/UChhKBlh_wvspTh5n4mL0b5g
CR_YT_0312,세바시 강연 Sebasi Talk,@yt_ucghenmc,YouTube,교육,정보,Korea,2200000,152259,1827108,7.23,4.6,25-44,Mixed,2355.0,2,유지,2026-03-27,없음,23,4.5,메가,제품리뷰,2026-06-13,78674,https://yt3.ggpht.com/ytc/AIdro_mB43Cz6_7AHXpBY9LMcPhorLYHgzUtn77nsvlwb585ypM=s240-c-k-c0x00ffffff-no-rj,UCgheNMc3gGHLsT-RISdCzDQ,https://www.youtube.com/channel/UCgheNMc3gGHLsT-RISdCzDQ
CR_YT_0313,SPOTV,@yt_uctm_qon,YouTube,피트니스,헬스,Korea,2200000,108125,1946250,3.34,4.2,25-44,Mixed,5304.0,4,유지,2026-04-29,없음,31,4.7,메가,PPL,2026-06-13,49467,https://yt3.ggpht.com/zsnA2VTKUZ3CExolay-SqxMB19W_z3ZJFKNt4vhOPtkm9uaoEwO0BSTZGMx27ZYQ7_J_4eJCMIk=s240-c-k-c0x00ffffff-no-rj,UCtm_QoN2SIxwCE-59shX7Qg,https://www.youtube.com/channel/UCtm_QoN2SIxwCE-59shX7Qg
CR_YT_0314,강형욱의 보듬TV,@yt_ucee1mvx,YouTube,라이프스타일,리뷰,Korea,2200000,956454,8608086,7.43,3.8,18-34,Mixed,3321.0,12,상승,2026-05-16,없음,9,5.0,메가,브랜디드콘텐츠,2026-06-13,295365,https://yt3.ggpht.com/T7oEvbgaoNCEQU0EWM5wH1TxnyIspd-rNdV7nHUtPUkU5NvK3w0N3ex244_NCBx7EBFzTB64i8I=s240-c-k-c0x00ffffff-no-rj,UCee1MvXr6E8qC_d2WEYTU5g,https://www.youtube.com/channel/UCee1MvXr6E8qC_d2WEYTU5g
CR_YT_0315,우주하마,@yt_uc2nfrq9,YouTube,게임,게임리뷰,Korea,2180000,646227,7754724,7.47,2.5,18-34,Male,8756.0,2,유지,2026-02-16,없음,26,4.2,메가,스폰서십,2026-06-13,255692,https://yt3.ggpht.com/ytc/AIdro_m-J9C5Jd0qnjDTXqQ1137-FwYV-ckNNhkbblFuBp65t5Y=s240-c-k-c0x00ffffff-no-rj,UC2NFRq9s2neD_Ml0tPhNC2Q,https://www.youtube.com/channel/UC2NFRq9s2neD_Ml0tPhNC2Q
CR_YT_0316,띱 Deep,@yt_ucaxbxrp,YouTube,엔터테인먼트,버라이어티,Korea,2180000,2297979,45959580,3.16,5.0,18-34,Mixed,4466.0,4,상승,2026-01-23,확인필요,8,3.5,메가,PPL,2026-06-13,1159051,https://yt3.ggpht.com/Y3r0eeqgkFziHcflNnErI13tSnEqCnU3g03wxiVtFNuUWSVDYnSVWO-iGSl6SFGl6k8GP1DJSw=s240-c-k-c0x00ffffff-no-rj,UCaxbXRPhdHPXjM-e-F00LVA,https://www.youtube.com/channel/UCaxbXRPhdHPXjM-e-F00LVA
CR_YT_0317,KBS 레전드 케이팝,@yt_ucr5cyf8,YouTube,엔터테인먼트,예능,Korea,2170000,84838,848380,5.57,3.2,18-34,Mixed,8240.0,8,유지,2026-05-16,확인필요,29,3.2,메가,PPL,2026-06-13,31959,https://yt3.ggpht.com/z2cEj5Sse_XApjOG0Qb4G2-1OpAMnZflkowtIVpst9j4c1SdTxu1a4EUjBSFJfhZr6sVMbCZWw=s240-c-k-c0x00ffffff-no-rj,UCR5cyf8hncN_AaQPfmvmlgA,https://www.youtube.com/channel/UCR5cyf8hncN_AaQPfmvmlgA
CR_YT_0318,조재원,@yt_uc2o_y87,YouTube,엔터테인먼트,리액션,Korea,2160000,1375545,15130995,0.53,4.2,18-34,Mixed,1989.0,2,하락,2026-01-17,없음,27,4.2,메가,브랜디드콘텐츠,2026-06-13,359381,https://yt3.ggpht.com/ytc/AIdro_kwSF47uZ8B9Xr3AtiKf-80WrmO8Lq_npo-uNwrKyzRjszF=s240-c-k-c0x00ffffff-no-rj,UC2o_y872S6YvaO1K8EYnoxg,https://www.youtube.com/channel/UC2o_y872S6YvaO1K8EYnoxg
CR_YT_0319,제이키아웃 JAYKEEOUT,@yt_ucytqoml,YouTube,엔터테인먼트,리액션,Korea,2160000,886075,7088600,2.83,4.2,18-34,Mixed,13376.0,12,상승,2026-04-02,없음,38,4.2,메가,PPL,2026-06-13,214723,https://yt3.ggpht.com/sgrMOwfSAN_M-hwKCLFU-b27NHYy8hN-OAvuAKtUOJgXVNa_YzRUTP4TBaru57GXgpFEbfpFPg=s240-c-k-c0x00ffffff-no-rj,UCyTQoMLiPfsRLHBJBtMXKYg,https://www.youtube.com/channel/UCyTQoMLiPfsRLHBJBtMXKYg
CR_YT_0320,곽튜브,@yt_uclrndvo,YouTube,여행,여행브이로그,Korea,2150000,1512415,30248300,8.08,4.8,25-44,Mixed,11044.0,8,상승,2026-05-31,없음,6,5.0,메가,스폰서십,2026-06-13,838783,https://yt3.ggpht.com/whpRwLKLoWAQCwYCbr9Hq4xXF67ktW18y86VDdiMK4xS2xy_rVRMwIO3pf93QI-eZ_sAs7j-jQ=s240-c-k-c0x00ffffff-no-rj,UClRNDVO8093rmRTtLe4GEPw,https://www.youtube.com/channel/UClRNDVO8093rmRTtLe4GEPw
CR_YT_0321,Latte ASMR,@yt_ucqe2y7v,YouTube,라이프스타일,리뷰,Korea,2150000,2120253,33924048,3.43,4.0,18-34,Mixed,4209.0,1,하락,2026-06-02,없음,29,3.7,메가,PPL,2026-06-13,925322,https://yt3.ggpht.com/ytc/AIdro_lUeXNSNdkFuQ7iwz9kevTvQgWSNkrVW9kJxM8-dqfL-HI=s240-c-k-c0x00ffffff-no-rj,UCQe2Y7V-C9bNMAcCJCBvzQQ,https://www.youtube.com/channel/UCQe2Y7V-C9bNMAcCJCBvzQQ
CR_YT_0322,조맹 Chommang_Drawing,@yt_ucm5108v,YouTube,뷰티,스킨케어,Korea,2150000,338753,2710024,5.73,2.1,18-34,Female,6014.0,16,하락,2026-02-09,없음,12,5.0,메가,PPL,2026-06-13,105092,https://yt3.ggpht.com/ytc/AIdro_m7lbnpZppOkENWXoPq_6fRAc4SH9os8bkiLmGhNw_pOA=s240-c-k-c0x00ffffff-no-rj,UCm5108VByLkHnu4-b-moBLQ,https://www.youtube.com/channel/UCm5108VByLkHnu4-b-moBLQ
CR_YT_0323,df 디에프,@yt_ucvii9lz,YouTube,엔터테인먼트,버라이어티,Korea,2130000,888666,9775326,5.54,2.9,18-34,Mixed,4415.0,16,하락,2026-01-27,없음,11,5.0,메가,PPL,2026-06-13,386657,https://yt3.ggpht.com/dP3VS8-ox55QkFdPC8Yu6aoln5FvuiDsFYKeU4OeWyuVpKW2pdUlUYUnQZ_CYT2tFEfskWNc7g=s240-c-k-c0x00ffffff-no-rj,UCviI9lzTe2pkxJ9M2ArA7WQ,https://www.youtube.com/channel/UCviI9lzTe2pkxJ9M2ArA7WQ
CR_YT_0324,김시선,@yt_uc79hjz6,YouTube,엔터테인먼트,버라이어티,Korea,2130000,822981,13167696,1.44,2.3,18-34,Mixed,3396.0,1,유지,2026-04-15,없음,36,3.2,메가,PPL,2026-06-13,528084,https://yt3.ggpht.com/uEfu3W7jqDujg1rYIExDy2dznGAp_v00sRjNk6ZzUCTt7tJwAasH0bvlovTbMO86SQ5-1Jy0=s240-c-k-c0x00ffffff-no-rj,UC79hJz6y1EEiIkwfHOuWC4w,https://www.youtube.com/channel/UC79hJz6y1EEiIkwfHOuWC4w
CR_YT_0325,요리왕비룡 Korean Food Cooking,@yt_uccnupin,YouTube,푸드,레시피,Korea,2130000,298329,3579948,4.89,4.7,18-34,Mixed,540.0,16,상승,2026-02-08,없음,35,4.7,메가,제품리뷰,2026-06-13,96928,https://yt3.ggpht.com/EFQy4HCWufrNEGV9el-bNtxHKwxmfqErnUYdUa0NcsQUWK9ux1Ics2g0Bdy48qOsSAahiyt_-A=s240-c-k-c0x00ffffff-no-rj,UCcNUpInQt1tI3JC_oTPQ20w,https://www.youtube.com/channel/UCcNUpInQt1tI3JC_oTPQ20w
CR_YT_0326,낄낄상회,@yt_uclvwgjv,YouTube,엔터테인먼트,브이로그,Korea,2130000,696055,6264495,1.1,4.2,18-34,Mixed,14671.0,4,유지,2026-01-26,없음,19,5.0,메가,브랜디드콘텐츠,2026-06-13,260116,https://yt3.ggpht.com/ytc/AIdro_lQbEPINE_YzZbFICdrti49Q7lbsLwWvpif2hrRUxaI0SY=s240-c-k-c0x00ffffff-no-rj,UCLVwgJVAzHwA-zv88mrAeZw,https://www.youtube.com/channel/UCLVwgJVAzHwA-zv88mrAeZw
CR_YT_0327,수리노을SuriNoel,@yt_uclsj_re,YouTube,라이프스타일,브이로그,Korea,2110000,659420,6594200,7.32,3.1,18-34,Mixed,2181.0,16,상승,2026-02-13,없음,25,5.0,메가,PPL,2026-06-13,288363,https://yt3.ggpht.com/ytc/AIdro_mthEoL91hZWJ2VPOPbAn0Uw-VZZNBhw_gZ72cnEKz3rjF4=s240-c-k-c0x00ffffff-no-rj,UCLsj_Re3SxtkbZfX_ypY1eQ,https://www.youtube.com/channel/UCLsj_Re3SxtkbZfX_ypY1eQ
CR_YT_0328,KBS Drama Classic,@yt_ucn0nlep,YouTube,엔터테인먼트,브이로그,Korea,2110000,104090,1353170,4.0,3.9,18-34,Mixed,5469.0,16,상승,2026-04-27,없음,10,5.0,메가,PPL,2026-06-13,42862,https://yt3.ggpht.com/Kk6YMN_T2XcqFZttkFVuY4wh1Ze538ZO9FfM5Jf4Q6WA_3w4dozVgItyKSV7sttMaYxHIDmZkg=s240-c-k-c0x00ffffff-no-rj,UCn0nlepACCBD6rxj-GUwn5A,https://www.youtube.com/channel/UCn0nlepACCBD6rxj-GUwn5A
CR_YT_0329,T1 Faker,@yt_ucpjw2h9,YouTube,게임,게임리뷰,Korea,2110000,317022,3804264,6.02,3.4,18-34,Male,10594.0,8,상승,2026-04-17,없음,15,5.0,메가,제품리뷰,2026-06-13,162948,https://yt3.ggpht.com/QNDtSgo_uyNWKbm-p1Zfio8et4cFN5YXDGOx-AtNMMT0VoPvQQb2qBscrlNBgGwBF4SMzvazzg=s240-c-k-c0x00ffffff-no-rj,UCpJw2H9KKqwCCGQKRh1Bf2w,https://www.youtube.com/channel/UCpJw2H9KKqwCCGQKRh1Bf2w
CR_YT_0330,짠한형 신동엽,@yt_ucikso7m,YouTube,엔터테인먼트,브이로그,Korea,2110000,965309,16410253,5.05,3.3,18-34,Mixed,9365.0,12,상승,2026-01-29,없음,29,4.7,메가,PPL,2026-06-13,567724,https://yt3.ggpht.com/NkaB6trOpnkr7dO8YqB2Z3qF4mTw-cY3XTtzVmin8NRZepNitm--2uFd8Cur2SQtYparoJmd=s240-c-k-c0x00ffffff-no-rj,UCikSO7mSQl-lx3BJOBzqA8w,https://www.youtube.com/channel/UCikSO7mSQl-lx3BJOBzqA8w
CR_YT_0331,[AmiAmi]아미아미,@yt_uce6e9tj,YouTube,라이프스타일,브이로그,Korea,2100000,732484,10254776,1.01,4.0,18-34,Mixed,8861.0,1,하락,2026-05-13,없음,38,3.2,메가,브랜디드콘텐츠,2026-06-13,344725,https://yt3.ggpht.com/uqRIf0bVrB92-ywae7ZsdbP_TvgRRIEpY0V5NG0vtuvGvegKaNVNJq7VPvbhMqI4yk6DPyPBzsk=s240-c-k-c0x00ffffff-no-rj,UCE6e9tjKl3l3nGlAcxH7GQg,https://www.youtube.com/channel/UCE6e9tjKl3l3nGlAcxH7GQg
CR_YT_0332,choa asmr,@yt_ucyls5fe,YouTube,푸드,레시피,Korea,2100000,972972,15567552,5.45,3.3,18-34,Mixed,10124.0,16,유지,2026-01-03,없음,20,5.0,메가,먹방협찬,2026-06-13,613241,https://yt3.ggpht.com/ytc/AIdro_lbwcya1CXCiDqSCtWDSxXFO8rrCcuBhpzt3vIE7jSUZfA=s240-c-k-c0x00ffffff-no-rj,UCyls5FepyOPvI-fNOELkkeQ,https://www.youtube.com/channel/UCyls5FepyOPvI-fNOELkkeQ
CR_YT_0333,ZEROBASEONE,@yt_ucsap0yl,YouTube,엔터테인먼트,리액션,Korea,2100000,378462,6812316,4.54,3.4,18-34,Mixed,7629.0,8,상승,2026-01-13,확인필요,15,3.5,메가,PPL,2026-06-13,307476,https://yt3.ggpht.com/46FGwrxVOD07bD1jMQEwIwDLUsH_dsPW2joac-e9MApj4pqBgC4L0LgKb8blIyVGLXYvECRo=s240-c-k-c0x00ffffff-no-rj,UCSAp0Yl9S0Zq5uDqE6im_XQ,https://www.youtube.com/channel/UCSAp0Yl9S0Zq5uDqE6im_XQ
CR_YT_0334,페인트젤리,@yt_ucxastwm,YouTube,엔터테인먼트,예능,Korea,2090000,4303797,68860752,5.65,3.2,18-34,Mixed,12118.0,2,유지,2026-04-25,없음,10,4.5,메가,PPL,2026-06-13,1964584,https://yt3.ggpht.com/ytc/AIdro_mgnpuMyDCl0PEN38mCKWn2mlhyILshf-I-jlCxdgyF034=s240-c-k-c0x00ffffff-no-rj,UCXAStWmQsy2wREbsmWZWMzg,https://www.youtube.com/channel/UCXAStWmQsy2wREbsmWZWMzg
CR_YT_0335,캐리TV 장난감친구들,@yt_ucn106rq,YouTube,교육,스터디,Korea,2080000,860038,11180494,4.48,4.0,25-44,Mixed,8578.0,1,상승,2026-05-11,없음,30,3.7,메가,스폰서십,2026-06-13,291846,https://yt3.ggpht.com/jEZQxoMbwDjBZA4lgGefO7EvT_B6vA2YuJE2XoEd97pOhY8-7bdbk9d_uDiyMazkzTy144XuxA=s240-c-k-c0x00ffffff-no-rj,UCN106RQxroojNzkEMuRC0BA,https://www.youtube.com/channel/UCN106RQxroojNzkEMuRC0BA
CR_YT_0336,ARIRANG K-POP,@yt_uc_6zpf4,YouTube,엔터테인먼트,브이로그,Korea,2080000,29230,467680,5.87,4.9,18-34,Mixed,12743.0,4,유지,2026-04-26,없음,8,5.0,메가,PPL,2026-06-13,13169,https://yt3.ggpht.com/GHTwk2AOz-tafgMs3PVgblajlpuJNtOqq_d_hHN5zo5jUAwalLK272uQxZx6YG-0lH706I4PtQ=s240-c-k-c0x00ffffff-no-rj,UC_6zPf4uuteHFFctnQtEaXQ,https://www.youtube.com/channel/UC_6zPf4uuteHFFctnQtEaXQ
